text	passage	paragraph	offset	before	after	evidence_edition	kind
tertullian--tertullian.marcionem2	12	1	1293	refonnatus	reformatus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	3	1	650	affinnant	affirmant	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	6	1	3376	debinc	dehinc	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	7	2	1963	universamm	universarum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	7	2	1298	adsumerc	adsumere	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	11	1	1737	revincet	revincent	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem3	13	1	789	FEDELIUM	FiDELIUM	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	1	2	4348	exemploram	exemplorum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	1	3	2011	vacuura	vacuum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	4	1	647	appamisse	apparuisse	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	6	1	4427	mvmus	munus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	7	1	3610	adtnittas	admittas	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	7	1	2558	rectractare	retractare	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	9	1	4125	incolurnitatis	incolumitatis	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	11	1	1056	paupcrem	pauperem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	11	2	1222	nondvun	nondum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	12	2	1672	pscudoprophetis	pseudoprophetis	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	13	1	3742	indigehs	indigens	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	14	1	4165	magistmm	magistrum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	15	1	5025	lustus	iustus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	15	1	3271	testimohium	testimonium	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	16	1	2016	argurnentum	argumentum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	17	1	5076	ternere	temere	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	17	1	3130	infirrnitatibus	infirmitatibus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	22	1	773	illoruxn	illorum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	24	1	3869	creatorcm	creatorem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	24	1	3443	tempvis	tempus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	25	1	3583	pauperam	pauperum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	26	1	1374	eumqui	eum qui	perseus--stoa0275.stoa006.opp-lat1	split
tertullian--tertullian.marcionem4	26	1	1318	advcrtit	advertit	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	27	1	3983	nerninem	neminem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	28	2	2333	exdusit	exclusit	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	30	1	4148	prophetaram	prophetarum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	30	1	3430	limitein	limitem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	31	1	514	diversitatcm	diversitatem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	31	1	249	pennittit	permittit	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	32	1	3043	materiaram	materiarum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	32	1	556	rccipiendas	recipiendas	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	33	2	2091	praeceptomm	praeceptorum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	33	2	725	facieraus	faciemus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	34	1	1896	vcnde	vende	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	35	2	3163	sadducaeoram	sadducaeorum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	36	1	1188	probatorcm	probatorem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	37	1	2450	exempluna	exemplum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem4	38	1	200	aflfectum	affectum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	1	2	3913	ereatorem	creatorem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	1	2	3807	creatorisnegetur	creatoris negetur	perseus--stoa0275.stoa006.opp-lat1	split
tertullian--tertullian.marcionem5	3	1	4335	benedictionern	benedictionem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	5	1	2449	senaper	semper	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	7	1	3897	ludaea	iudaea	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	8	1	503	horninibus	hominibus	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	9	1	4806	hominurn	hominum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	10	1	5086	mortificemur	mortificamur	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	10	1	3049	timct	timet	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	12	1	5022	rcgnum	regnum	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	16	1	3169	eundern	eundem	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	18	1	3248	imrnissio	immissio	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	19	1	5352	racundiam	iracundiam	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.marcionem5	21	2	171	donaini	domini	perseus--stoa0275.stoa006.opp-lat1	replace
tertullian--tertullian.martyres	1	5	59	sanctumª	sanctum	perseus--stoa0275.stoa001.opp-lat1	replace
tertullian--tertullian.martyres	1	18	191	dueit	ducit	perseus--stoa0275.stoa001.opp-lat1	replace
tertullian--tertullian.monog	1	2	1493	dirissimae	durissimae	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	1	2	316	emsmodi	eiusmodi	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	2	2	986	reoursum	recursum	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	2	2	217	initram	initium	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	3	2	2390	coniugmm	coniugium	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	3	2	2060	matrimonram	matrimonium	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	3	2	452	concessarint	concesserint	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	4	1	1604	interpretabimus	interpretabimur	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	4	1	1003	univire	univira	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	4	2	2110	matrimonmm	matrimonium	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	5	1	1746	Epicuram	Epicurum	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	7	1	983	diseiplinae	disciplinae	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	7	3	1021	indnlsit	indulsit	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	8	2	1125	matrimonrum	matrimonium	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.monog	8	3	878	univiris	univira	perseus--stoa0275.stoa019.opp-lat1	replace
tertullian--tertullian.nationes1	1	1	2562	tormentoram	tormentorum	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	2	1	3520	pronun tiaret	pronuntiaret	perseus--stoa0275.stoa002.opp-lat1	join
tertullian--tertullian.nationes1	5	1	4398	ameritis	a meritis	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes1	6	1	5024	rnortuos	mortuos	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	6	1	3191	uenditanto	uenditando	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	6	1	1691	acprudentissimi	ac prudentissimi	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes1	7	1	1476	adiudicastis	adiudicatis	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	8	1	3845	preca tionem	precationem	perseus--stoa0275.stoa002.opp-lat1	join
tertullian--tertullian.nationes1	8	1	1939	crucisfeceris	crucis feceris	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes1	9	1	2630	Macedonesid	Macedones id	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes1	10	1	4575	intersa	interim	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	10	1	3611	lamstas	lanistas	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes1	10	1	339	eruptioms	eruptionis	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	1	1	3718	dispexisse	despexisse	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	1	1	3348	ignotio	ignotior	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	2	1	2939	cor pora	corpora	perseus--stoa0275.stoa002.opp-lat1	join
tertullian--tertullian.nationes2	3	1	5072	aliciuus	alicuius	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	3	1	4223	lanciam	lanceam	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	4	1	2736	protalibus	pro talibus	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes2	5	1	4318	compre hendantur	comprehendantur	perseus--stoa0275.stoa002.opp-lat1	join
tertullian--tertullian.nationes2	5	1	1676	expedimenta	experimenta	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.nationes2	6	1	4665	Farinus	Fari nus	perseus--stoa0275.stoa002.opp-lat1	split
tertullian--tertullian.nationes2	7	1	1971	ólegimus	legimus	perseus--stoa0275.stoa002.opp-lat1	replace
tertullian--tertullian.paen	1	3	1585	eradens	radens	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	1	3	1573	averrens	verrens	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	2	1	638	eongregatione	congregatione	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	3	1	2129	oastitate	castitate	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	3	2	4474	emerere	mereri	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	4	1	2036	obstructam	obstructa	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	4	1	1980	clausana	clausa	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	4	2	1668	paeniteas	paeniteat	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	4	2	144	exprobat	exprobrat	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	5	1	693	insultatores	insultaturos	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	5	2	1239	uullis	nullis	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	5	2	958	iucommodis	incommodis	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.paen	5	3	691	exercitatoria	exercitoria	perseus--stoa0275.stoa021.opp-lat1	replace
tertullian--tertullian.pallio	1	9	654	maufragia	naufragia	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	1	10	578	uoraginiem	uoraginem	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	1	10	15	continiens	continens	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	1	11	87	recemsere	recensere	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	2	673	inidefectus	indefectus	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	2	576	incessura	incessum	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	4	558	officinia	officina	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	4	462	lanitii	lanicii	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	8	226	uirginiem	uirginem	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	9	174	persuerasset	perseuerasset	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	2	11	155	Fullonesiam	Fullones iam	perseus--stoa0275.stoa022.opp-lat1	split
tertullian--tertullian.pallio	3	2	90	destiniare	destinare	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	3	5	666	sinius	sinus	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.pallio	3	8	94	iniquit	inquit	perseus--stoa0275.stoa022.opp-lat1	replace
tertullian--tertullian.patientia	1	5	1766	subiendae	subeundae	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.patientia	2	1	2303	prigo	origo	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.patientia	3	2	1187	communicar i	communicari	perseus--stoa0275.stoa023.opp-lat1	join
tertullian--tertullian.patientia	3	2	367	infaciem	in faciem	perseus--stoa0275.stoa023.opp-lat1	split
tertullian--tertullian.patientia	4	1	690	secefnit	secernit	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.patientia	4	6	399	proteruit	proterit	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.patientia	5	2	675	subuertendae	sub uertendae	perseus--stoa0275.stoa023.opp-lat1	split
tertullian--tertullian.patientia	5	4	690	seraum	seruum	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.patientia	5	4	418	exhomologesin	exomologesin	perseus--stoa0275.stoa023.opp-lat1	replace
tertullian--tertullian.praescrip	4	1	3690	niholominus	nihilominus	perseus--stoa0275.stoa024.opp-lat1	replace
tertullian--tertullian.praescrip	4	1	1656	credideruntm	crediderunt	perseus--stoa0275.stoa024.opp-lat1	replace
tertullian--tertullian.praescrip	7	1	2424	transferemini	transferimini	perseus--stoa0275.stoa024.opp-lat1	replace
tertullian--tertullian.praescrip	10	1	775	centonario	centenario	perseus--stoa0275.stoa024.opp-lat1	replace
tertullian--tertullian.praescrip	11	1	1458	promiseran	promiseram	perseus--stoa0275.stoa024.opp-lat1	replace
tertullian--tertullian.praxean	1	2	443	scriptures	scripturis	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	2	1	4389	vocabolo	vocabulo	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	5	1	1817	statini	statim	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	6	1	4471	revelatuni	revelatum	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	6	1	1512	seconda	secunda	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	7	1	3876	invsibilem	invisibilem	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	9	1	4331	compatisse	competisse	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	11	1	4567	carnera	carnem	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	12	1	5296	solei	solui	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	12	1	3936	ereditis	creditis	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	12	1	1446	citeretur	uteretur	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.praxean	16	1	5090	dieit	dicit	perseus--stoa0275.stoa007.opp-lat1	replace
tertullian--tertullian.pudicitia	3	17	36	gebennae	gehennae	perseus--stoa0275.stoa025.opp-lat1	replace
tertullian--tertullian.pudicitia	8	117	14	contmentiae	continentiae	perseus--stoa0275.stoa025.opp-lat1	replace
tertullian--tertullian.pudicitia	9	18	0	bonore	honore	perseus--stoa0275.stoa025.opp-lat1	replace
tertullian--tertullian.pudicitia	10	29	41	peccatons	peccatoris	perseus--stoa0275.stoa025.opp-lat1	replace
tertullian--tertullian.pudicitia	11	38	0	redundanti	redundantia	perseus--stoa0275.stoa025.opp-lat1	replace
tertullian--tertullian.pudicitia	12	114	71	nullatam	nulla tam	perseus--stoa0275.stoa025.opp-lat1	split
tertullian--tertullian.resurrectione	1	3	2154	manifestatiorem	manifestiorem	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	3	1	1917	delectissimo	electissimo	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	3	1	773	vaporeo	vapore	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	3	4	755	exprobari	exprobrari	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	4	3	660	florebis	florebit	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	5	2	1278	ructuarit	ructarit	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	5	2	440	accommodarint	accommodant	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	9	3	592	mahu	manu	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	11	1	149	eructuabunt	eructabunt	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	12	2	2638	deptem	dentem	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	14	1	1526	Atheninses	Athenienses	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	14	1	345	adnuntiabant	annuntiabant	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	17	1	1009	iustititae	iustitiae	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	21	1	4485	re spersa	respersa	perseus--stoa0275.stoa026.opp-lat1	join
tertullian--tertullian.resurrectione	23	3	2029	torquebimur	torquemur	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.resurrectione	24	3	991	resorbebitur	resorbetur	perseus--stoa0275.stoa026.opp-lat1	replace
tertullian--tertullian.scapulam	1	3	602	contensiosus	contentiosus	perseus--stoa0275.stoa003.opp-lat1	replace
tertullian--tertullian.scapulam	1	4	1303	Cappodocia	Cappadocia	perseus--stoa0275.stoa003.opp-lat1	replace
tertullian--tertullian.scapulam	2	1	449	dannare	damnare	perseus--stoa0275.stoa003.opp-lat1	replace
tertullian--tertullian.scorpiace	1	2	3629	obsedimur	obsidemur	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	1	2	2664	manuult	mauult	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	2	1	1729	semiatis	seruiatis	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	3	1	1654	derelincunt	derelinquunt	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	3	2	13	igitui	igitur	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	5	1	3083	tallacias	fallacias	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	5	1	1115	hornines	homines	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	5	1	44	matyria	martyria	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	5	2	766	Eseiam	Esaiam	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	9	2	165	adordinauit	ordinauit	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.scorpiace	10	2	540	illaram	illarum	perseus--stoa0275.stoa030.opp-lat1	replace
tertullian--tertullian.spect	2	1	209	einus	eius	perseus--stoa0275.stoa027.perseus-lat2	replace
tertullian--tertullian.spect	3	13	680	panlatim	paulatim	perseus--stoa0275.stoa027.perseus-lat2	replace
tertullian--tertullian.spect	5	10	240	amatissimos	amantissimos	perseus--stoa0275.stoa027.perseus-lat2	replace
tertullian--tertullian.spect	6	11	351	ipsins	ipsius	perseus--stoa0275.stoa027.perseus-lat2	replace
tertullian--tertullian.testimonia	1	3	3535	nominias	nominas	perseus--stoa0275.stoa028.opp-lat1	replace
tertullian--tertullian.uxor1	1	8	28	coniunctiouem	coniunctionem	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.uxor1	1	13	22	uuptias	nuptias	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.uxor1	2	16	44	laborosior	laboriosior	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.uxor2	2	5	407	excru ciata	excruciata	perseus--stoa0276.stoa002.opp-lat1	join
tertullian--tertullian.uxor2	2	5	374	plereaque	pleraeque	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.uxor2	2	5	320	scieicet	scilicet	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.uxor2	2	16	139	camisue	carnisue	perseus--stoa0276.stoa002.opp-lat1	replace
tertullian--tertullian.valentinianos	1	2	4965	abscesseruat	abscesserunt	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	1	2	3728	adomestico	a domestico	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	1	2	2987	concuterepotius	concutere potius	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	1	2	2731	manandi	manantis	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	1	2	1758	persuadetnon	persuadet non	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	1	2	919	praetendeus	praetendens	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	1	2	786	suspira	suspiria	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	1	2	331	adserveratur	adseveratur	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	2	1	3886	adsummas	ad summas	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	2	1	3208	hocmodo	hoc modo	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	2	1	412	soius	solus	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	3	1	3947	accederat	acciderat	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	3	1	3518	dulcendinis	dulcedinis	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	3	1	3242	connata	innata	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	3	1	1434	Karthaginensibus	Karthaginiensibus	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	3	1	1195	duodenariusnumerus	duodenarius numerus	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	4	1	5351	suppararetur	superaretur	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	4	1	4696	inlibero	in libero	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	4	1	4086	generatium	generantium	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	4	1	2047	prosegui	prosequi	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	4	1	76	dienceps	deinceps	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	5	1	4542	intumuitspiritali	intumuit spiritali	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	5	1	3940	aequiperantias	aequiparantias	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	6	1	4591	originaiem	originalem	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	6	1	2095	primigenitalis	primogenitalis	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	6	1	1221	experimerent	exprimerent	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	8	1	4852	supermagistrum	super magistrum	perseus--stoa0275.stoa008.opp-lat1	split
tertullian--tertullian.valentinianos	8	1	3801	nyphone	nymphone	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	8	1	2398	scaenem	scenam	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	8	1	2172	excinit	excipit	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	8	1	1596	adhaerendi	adhaerendo	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	8	1	403	allegere	allegare	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	9	1	2352	deducete	deducere	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	9	1	980	excusam	exclusam	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.valentinianos	9	1	570	ottavo	octavo	perseus--stoa0275.stoa008.opp-lat1	replace
tertullian--tertullian.virginibus	4	3	1375	pro spexerat	prospexerat	perseus--stoa0275.stoa029.opp-lat1	join
tertullian--tertullian.virginibus	4	4	1010	interpolent	interpolant	perseus--stoa0275.stoa029.opp-lat1	replace
tertullian--tertullian.virginibus	5	3	676	eoncipiunt	concipiunt	perseus--stoa0275.stoa029.opp-lat1	replace
tertullian--tertullian.virginibus	6	1	376	renudae	nudae	perseus--stoa0275.stoa029.opp-lat1	replace
tibullus2	1	3	687	purgarnus	purgamus	perseus--phi0660.phi001.perseus-lat2	replace
valesianus1	2	3	347	exitalis	exitialis	perseus--stoa0023.stoa001.perseus-lat2	replace
valesianus2	1	3	639	patricatus	patriciatus	perseus--stoa0023.stoa001.perseus-lat2	replace
valesianus2	1	10	153	Vkalendas	U kalendas	perseus--stoa0023.stoa001.perseus-lat2	split
valesianus2	1	13	236	fluvioi	fluvio	perseus--stoa0023.stoa001.perseus-lat2	replace
valmax2	5	5	145	militarisdisciplinae	militaris disciplinae	perseus--phi1038.phi001.perseus-lat1	split
